"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.06,"E","Estimated value"
"LUX","Luxembourg","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.12,,
"MEX","Mexico","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,6.34,"E","Estimated value"
"NLD","Netherlands","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.67,"E","Estimated value"
"NZL","New Zealand","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.59,"E","Estimated value"
"NOR","Norway","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.31,"E","Estimated value"
"POL","Poland","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.71,,
"PRT","Portugal","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,11.3,,
"SVK","Slovak Republic","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,7.04,,
"ESP","Spain","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,17.7,,
"SWE","Sweden","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,2.14,,
"CHE","Switzerland","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,1.41,,
"TUR","Turkey","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,11.6,"E","Estimated value"
"GBR","United Kingdom","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.27,,
"USA","United States","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.51,"E","Estimated value"
"BRA","Brazil","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.74,"E","Estimated value"
"CHL","Chile","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,5.02,,
"EST","Estonia","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.18,,
"ISR","Israel","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,2.89,"E","Estimated value"
"LVA","Latvia","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,5.76,"E","Estimated value"
"RUS","Russia","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,3.76,"E","Estimated value"
"SVN","Slovenia","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.32,,
"ZAF","South Africa","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,17.41,"E","Estimated value"
"OECD","OECD - Total","JE_LMIS","Labour market insecurity","L","Value","HGH","High","PC","Percentage","0","Units",,,4.84,,
"AUS","Australia","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,10.94,"E","Estimated value"
"AUT","Austria","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,11.43,,
"BEL","Belgium","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,4.43,,
"CAN","Canada","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,8.55,"E","Estimated value"
"CZE","Czech Republic","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,20.1,,
"DNK","Denmark","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,3.04,,
"FIN","Finland","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,6.7,,
"FRA","France","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,11.62,,
"DEU","Germany","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,10.39,,
"GRC","Greece","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,40.52,,
"HUN","Hungary","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,18.08,,
"ISL","Iceland","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,0.06,,
"IRL","Ireland","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,22.06,,
"ITA","Italy","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,19.85,,
"JPN","Japan","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,5.87,"E","Estimated value"
"KOR","Korea","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,1.52,"E","Estimated value"
"LUX","Luxembourg","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,2.29,,
"MEX","Mexico","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,4.12,"E","Estimated value"
"NLD","Netherlands","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,2.44,"E","Estimated value"
"NZL","New Zealand","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,10.36,"E","Estimated value"
"NOR","Norway","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,4.22,"E","Estimated value"
"POL","Poland","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,23.71,,
"PRT","Portugal","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,17.03,,
"SVK","Slovak Republic","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,19.81,"E","Estimated value"
"ESP","Spain","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,45.68,,
"SWE","Sweden","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,9.29,,
"CHE","Switzerland","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,2.59,,
"TUR","Turkey","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,8.17,"E","Estimated value"
"GBR","United Kingdom","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,12.9,,
"USA","United States","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,15.4,"E","Estimated value"
"BRA","Brazil","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,13.18,"E","Estimated value"
"CHL","Chile","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,8.91,,
"EST","Estonia","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,10.26,,
"ISR","Israel","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,8.55,"E","Estimated value"
"LVA","Latvia","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,15.54,"E","Estimated value"
"RUS","Russia","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,10.78,"E","Estimated value"
"SVN","Slovenia","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,14.65,,
"ZAF","South Africa","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,35.27,"E","Estimated value"
"OECD","OECD - Total","JE_LMIS","Labour market insecurity","L","Value","LW","Low","PC","Percentage","0","Units",,,13.7,,
"AUS","Australia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.7,,
"AUT","Austria","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.3,,
"BEL","Belgium","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.2,,
"CAN","Canada","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,3,,
"CZE","Czech Republic","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.6,,
"DNK","Denmark","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.1,,
"FIN","Finland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.3,,
"FRA","France","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.1,,
"DEU","Germany","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.1,,
"GRC","Greece","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.9,,
"HUN","Hungary","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.2,,
"ISL","Iceland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.6,,
"IRL","Ireland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,0.8,,
"ITA","Italy","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.5,,
"JPN","Japan","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.3,,
"KOR","Korea","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.4,,
"LUX","Luxembourg","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.5,,
"MEX","Mexico","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,3.5,,
"NLD","Netherlands","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.3,,
"NZL","New Zealand","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.5,,
"NOR","Norway","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.9,,
"POL","Poland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.6,,
"PRT","Portugal","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.2,,
"SVK","Slovak Republic","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.9,,
"ESP","Spain","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.6,,
"SWE","Sweden","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2,,
"CHE","Switzerland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.6,,
"TUR","Turkey","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.1,,
"GBR","United Kingdom","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.9,,
"USA","United States","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,3.2,,
"BRA","Brazil","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.3,"E","Estimated value"
"CHL","Chile","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.5,,
"EST","Estonia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.8,,
"ISR","Israel","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,0.9,,
"LVA","Latvia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.4,"E","Estimated value"
"RUS","Russia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,0.8,"E","Estimated value"
"SVN","Slovenia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.8,,
"ZAF","South Africa","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,1.6,"E","Estimated value"
"OECD","OECD - Total","CG_SENG","Stakeholder engagement for developing regulations","L","Value","TOT","Total","AVSCORE","Average score","0","Units",,,2.4,,
"AUS","Australia","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.7,"E","Estimated value"
"AUT","Austria","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.3,"E","Estimated value"
"BEL","Belgium","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.2,"E","Estimated value"
"CAN","Canada","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,3,"E","Estimated value"
"CZE","Czech Republic","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.6,"E","Estimated value"
"DNK","Denmark","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.1,"E","Estimated value"
"FIN","Finland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.3,"E","Estimated value"
"FRA","France","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.1,"E","Estimated value"
"DEU","Germany","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.1,"E","Estimated value"
"GRC","Greece","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.9,"E","Estimated value"
"HUN","Hungary","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.2,"E","Estimated value"
"ISL","Iceland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.6,"E","Estimated value"
"IRL","Ireland","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,0.8,"E","Estimated value"
"ITA","Italy","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.5,"E","Estimated value"
"JPN","Japan","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.3,"E","Estimated value"
"KOR","Korea","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.4,"E","Estimated value"
"LUX","Luxembourg","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.5,"E","Estimated value"
"MEX","Mexico","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,3.5,"E","Estimated value"
"NLD","Netherlands","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.3,"E","Estimated value"
"NZL","New Zealand","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,2.5,"E","Estimated value"
"NOR","Norway","CG_SENG","Stakeholder engagement for developing regulations","L","Value","MN","Men","AVSCORE","Average score","0","Units",,,1.9,"E","Estimated value"
